date,protocol,tvl
2024-11-09,polytrade,7
2024-11-09,ribbon-lend,61787
2024-11-09,swarm-markets,207490
2024-11-09,truefi,41324
2024-11-10,centrifuge,498056
2024-11-10,credix,273614
2024-11-10,goldfinch,2758867
2024-11-10,maple-finance,318729278
2024-11-10,ondo-finance,643661079
2024-11-10,polytrade,7
2024-11-10,ribbon-lend,61849
2024-11-10,swarm-markets,214209
2024-11-10,truefi,41269
2024-11-11,centrifuge,500048
2024-11-11,credix,198230
2024-11-11,goldfinch,2833684
2024-11-11,maple-finance,331049457
2024-11-11,ondo-finance,657815723
2024-11-11,polytrade,7
2024-11-11,ribbon-lend,56722
2024-11-11,swarm-markets,223934
2024-11-11,truefi,41220
2024-11-12,centrifuge,498056
2024-11-12,credix,179862
2024-11-12,goldfinch,2827723
2024-11-12,maple-finance,316306025
2024-11-12,ondo-finance,645560267
2024-11-12,polytrade,7
2024-11-12,ribbon-lend,56794
2024-11-12,swarm-markets,215039
2024-11-12,truefi,41292
2024-11-13,centrifuge,498056
2024-11-13,credix,179862
2024-11-13,goldfinch,2826262
2024-11-13,maple-finance,339923852
2024-11-13,ondo-finance,645560267
2024-11-13,polytrade,7
2024-11-13,ribbon-lend,56737
2024-11-13,swarm-markets,205632
2024-11-13,truefi,41254
2024-11-14,centrifuge,1256740
2024-11-14,credix,109540
2024-11-14,goldfinch,2820331
2024-11-14,maple-finance,341421010
2024-11-14,ondo-finance,645560267
2024-11-14,polytrade,7
2024-11-14,ribbon-lend,56691
2024-11-14,swarm-markets,182795
2024-11-14,truefi,41194
2024-11-15,centrifuge,497563
2024-11-15,credix,109608
2024-11-15,goldfinch,2854061
2024-11-15,maple-finance,350850318
2024-11-15,ondo-finance,645560267
2024-11-15,polytrade,7
2024-11-15,ribbon-lend,56701
2024-11-15,swarm-markets,174706
2024-11-15,truefi,41203
2024-11-16,centrifuge,497641
2024-11-16,credix,109711
2024-11-16,goldfinch,2844017
2024-11-16,maple-finance,323557631
2024-11-16,ondo-finance,645560267
2024-11-16,polytrade,7
2024-11-16,ribbon-lend,56704
2024-11-16,swarm-markets,191061
2024-11-16,truefi,41157
2024-11-17,centrifuge,498555
2024-11-17,credix,109875
2024-11-17,goldfinch,2834851
2024-11-17,maple-finance,328543382
2024-11-17,ondo-finance,645560267
2024-11-17,polytrade,7
2024-11-17,ribbon-lend,56794
2024-11-17,swarm-markets,193157
2024-11-17,truefi,41268
2024-11-18,centrifuge,498556
2024-11-18,credix,109765
2024-11-18,goldfinch,2830046
2024-11-18,maple-finance,327605840
2024-11-18,ondo-finance,645560267
2024-11-18,polytrade,7
2024-11-18,ribbon-lend,56695
2024-11-18,swarm-markets,189491
2024-11-18,truefi,41198
2024-11-19,centrifuge,498556
2024-11-19,credix,109712
2024-11-19,goldfinch,2828715
2024-11-19,maple-finance,328499686
2024-11-19,ondo-finance,645560267
2024-11-19,polytrade,7
2024-11-19,ribbon-lend,56794
2024-11-19,swarm-markets,177838
2024-11-19,truefi,41221
2024-11-20,centrifuge,497970
2024-11-20,credix,121247
2024-11-20,goldfinch,2802964
2024-11-20,maple-finance,337333355
2024-11-20,ondo-finance,645560267
2024-11-20,polytrade,7
2024-11-20,ribbon-lend,56702
2024-11-20,swarm-markets,169166
2024-11-20,truefi,41227
2024-11-21,centrifuge,498058
2024-11-21,credix,121126
2024-11-21,goldfinch,2787551
2024-11-21,maple-finance,321326365
2024-11-21,ondo-finance,643736695
2024-11-21,polytrade,7
2024-11-21,ribbon-lend,56714
2024-11-21,swarm-markets,179184
2024-11-21,truefi,41209
2024-11-22,centrifuge,498000
2024-11-22,credix,121094
2024-11-22,goldfinch,2778714
2024-11-22,maple-finance,329627213
2024-11-22,ondo-finance,643878490
2024-11-22,polytrade,7
2024-11-22,ribbon-lend,56697
2024-11-22,swarm-markets,193282
2024-11-22,truefi,44258
2024-11-23,centrifuge,497613
2024-11-23,credix,121084
2024-11-23,goldfinch,2660151
2024-11-23,maple-finance,333454137
2024-11-23,ondo-finance,643053367
2024-11-23,polytrade,7
2024-11-23,ribbon-lend,56794
2024-11-23,swarm-markets,192045
2024-11-23,truefi,44345
2024-11-24,centrifuge,497841
2024-11-24,credix,121247
2024-11-24,goldfinch,2646077
2024-11-24,maple-finance,334385372
2024-11-24,ondo-finance,640748604
2024-11-24,polytrade,7
2024-11-24,ribbon-lend,56614
2024-11-24,swarm-markets,184128
2024-11-24,truefi,44243
2024-11-25,centrifuge,499054
2024-11-25,credix,72786
2024-11-25,goldfinch,2636992
2024-11-25,maple-finance,328392815
2024-11-25,ondo-finance,640966707
2024-11-25,polytrade,7
2024-11-25,ribbon-lend,56737
2024-11-25,swarm-markets,201320
2024-11-25,truefi,44158
2024-11-26,centrifuge,497553
2024-11-26,credix,18685
2024-11-26,goldfinch,2616781
2024-11-26,maple-finance,337841138
2024-11-26,ondo-finance,640383240
2024-11-26,polytrade,7
2024-11-26,ribbon-lend,56737
2024-11-26,swarm-markets,196802
2024-11-26,truefi,44122
2024-11-27,centrifuge,497860
2024-11-27,credix,19361
2024-11-27,goldfinch,2615192
2024-11-27,maple-finance,298454300
2024-11-27,ondo-finance,642228724
2024-11-27,polytrade,7
2024-11-27,ribbon-lend,56711
2024-11-27,swarm-markets,236508
2024-11-27,truefi,43996
2024-11-28,centrifuge,498556
2024-11-28,credix,255985
2024-11-28,goldfinch,2605545
2024-11-28,maple-finance,313869414
2024-11-28,ondo-finance,642667703
2024-11-28,polytrade,7
2024-11-28,ribbon-lend,56737
2024-11-28,swarm-markets,247335
2024-11-28,truefi,43948
2024-11-29,centrifuge,497690
2024-11-29,credix,255952
2024-11-29,goldfinch,2601444
2024-11-29,maple-finance,314257328
2024-11-29,ondo-finance,642588574
2024-11-29,polytrade,7
2024-11-29,ribbon-lend,56737
2024-11-29,swarm-markets,270434
2024-11-29,truefi,43619
2024-11-30,centrifuge,497946
2024-11-30,credix,255965
2024-11-30,goldfinch,2577741
2024-11-30,maple-finance,317265460
2024-11-30,ondo-finance,641556186
2024-11-30,polytrade,7
2024-11-30,ribbon-lend,56709
2024-11-30,swarm-markets,301189
2024-11-30,truefi,43783
2024-12-01,centrifuge,497805
2024-12-01,credix,256241
2024-12-01,goldfinch,2575842
2024-12-01,maple-finance,317146402
2024-12-01,ondo-finance,641548360
2024-12-01,polytrade,7
2024-12-01,ribbon-lend,56850
2024-12-01,swarm-markets,284871
2024-12-01,truefi,43831
2024-12-02,centrifuge,498058
2024-12-02,credix,255985
2024-12-02,goldfinch,2569759
2024-12-02,maple-finance,319088753
2024-12-02,ondo-finance,640550161
2024-12-02,polytrade,7
2024-12-02,ribbon-lend,56737
2024-12-02,swarm-markets,273868
2024-12-02,truefi,43504
2024-12-03,centrifuge,497968
2024-12-03,credix,255935
2024-12-03,goldfinch,2488241
2024-12-03,maple-finance,312122804
2024-12-03,ondo-finance,642082164
2024-12-03,polytrade,7
2024-12-03,ribbon-lend,56733
2024-12-03,swarm-markets,298737
2024-12-03,truefi,43309
2024-12-04,centrifuge,497990
2024-12-04,credix,255787
2024-12-04,goldfinch,2481212
2024-12-04,maple-finance,311121069
2024-12-04,ondo-finance,628644499
2024-12-04,polytrade,7
2024-12-04,ribbon-lend,56723
2024-12-04,swarm-markets,341162
2024-12-04,truefi,43404
2024-12-05,centrifuge,498058
2024-12-05,credix,255986
2024-12-05,goldfinch,2468308
2024-12-05,maple-finance,318534901
2024-12-05,ondo-finance,627817462
2024-12-05,polytrade,7
2024-12-05,ribbon-lend,56681
2024-12-05,swarm-markets,329864
2024-12-05,truefi,43359
2024-12-06,centrifuge,497693
2024-12-06,credix,433427
2024-12-06,goldfinch,2480124
2024-12-06,maple-finance,335171563
2024-12-06,ondo-finance,627839185
2024-12-06,polytrade,7
2024-12-06,ribbon-lend,56373
2024-12-06,swarm-markets,340969
2024-12-06,truefi,43538
2024-12-07,centrifuge,498556
2024-12-07,credix,433840
2024-12-07,goldfinch,2477912
2024-12-07,maple-finance,332482071
2024-12-07,ondo-finance,627475545
2024-12-07,polytrade,7
2024-12-07,ribbon-lend,56735
2024-12-07,swarm-markets,327875
2024-12-07,truefi,43592
2024-12-08,centrifuge,498556
2024-12-08,credix,434274
2024-12-08,goldfinch,2479978
2024-12-08,maple-finance,339272980
2024-12-08,ondo-finance,628723868
2024-12-08,polytrade,7
2024-12-08,ribbon-lend,56715
2024-12-08,swarm-markets,325192
2024-12-08,truefi,42661
2024-12-09,centrifuge,499054
2024-12-09,credix,66880
2024-12-09,goldfinch,2480066
2024-12-09,maple-finance,340757108
2024-12-09,ondo-finance,626090835
2024-12-09,polytrade,7
2024-12-09,ribbon-lend,56711
2024-12-09,swarm-markets,283375
2024-12-09,truefi,43476
2024-12-10,centrifuge,498058
2024-12-10,credix,66464
2024-12-10,goldfinch,2477034
2024-12-10,maple-finance,310583528
2024-12-10,ondo-finance,626059819
2024-12-10,polytrade,7
2024-12-10,ribbon-lend,56682
2024-12-10,swarm-markets,268255
2024-12-10,truefi,43618
2024-12-11,centrifuge,497834
2024-12-11,credix,163903
2024-12-11,goldfinch,2476574
2024-12-11,maple-finance,307362833
2024-12-11,ondo-finance,622175298
2024-12-11,polytrade,7
2024-12-11,ribbon-lend,56794
2024-12-11,swarm-markets,287682
2024-12-11,truefi,43514
2024-12-12,centrifuge,498058
2024-12-12,credix,163357
2024-12-12,goldfinch,2472550
2024-12-12,maple-finance,293370329
2024-12-12,ondo-finance,621906692
2024-12-12,polytrade,7
2024-12-12,ribbon-lend,56794
2024-12-12,swarm-markets,287168
2024-12-12,truefi,43429
2024-12-13,centrifuge,498556
2024-12-13,credix,163563
2024-12-13,goldfinch,2428115
2024-12-13,maple-finance,313226504
2024-12-13,ondo-finance,622832760
2024-12-13,polytrade,7
2024-12-13,ribbon-lend,56737
2024-12-13,swarm-markets,303084
2024-12-13,truefi,43421
2024-12-14,centrifuge,498048
2024-12-14,credix,163399
2024-12-14,goldfinch,2425624
2024-12-14,maple-finance,307050039
2024-12-14,ondo-finance,621289037
2024-12-14,polytrade,7
2024-12-14,ribbon-lend,56794
2024-12-14,swarm-markets,291841
2024-12-14,truefi,43417
2024-12-15,centrifuge,496609
2024-12-15,credix,163388
2024-12-15,goldfinch,2422001
2024-12-15,maple-finance,306608488
2024-12-15,ondo-finance,613898805
2024-12-15,polytrade,7
2024-12-15,ribbon-lend,56794
2024-12-15,swarm-markets,291918
2024-12-15,truefi,43462
2024-12-16,centrifuge,498058
2024-12-16,credix,163399
2024-12-16,goldfinch,2410581
2024-12-16,maple-finance,305510227
2024-12-16,ondo-finance,612249128
2024-12-16,polytrade,7
2024-12-16,ribbon-lend,56737
2024-12-16,swarm-markets,270310
2024-12-16,truefi,43555
2024-12-17,centrifuge,498556
2024-12-17,credix,163173
2024-12-17,goldfinch,2835231
2024-12-17,maple-finance,333257920
2024-12-17,ondo-finance,614603227
2024-12-17,polytrade,7
2024-12-17,ribbon-lend,56658
2024-12-17,swarm-markets,266601
2024-12-17,truefi,43356
2024-12-18,centrifuge,498556
2024-12-18,credix,164216
2024-12-18,goldfinch,2833742
2024-12-18,maple-finance,336095890
2024-12-18,ondo-finance,613197531
2024-12-18,polytrade,7
2024-12-18,ribbon-lend,56737
2024-12-18,swarm-markets,255402
2024-12-18,truefi,43267
2024-12-19,centrifuge,497325
2024-12-19,credix,163254
2024-12-19,goldfinch,2799387
2024-12-19,maple-finance,329842224
2024-12-19,ondo-finance,612942188
2024-12-19,polytrade,7
2024-12-19,ribbon-lend,56686
2024-12-19,swarm-markets,229398
2024-12-19,truefi,43360
2024-12-20,centrifuge,498058
2024-12-20,credix,169427
2024-12-20,goldfinch,2857861
2024-12-20,maple-finance,317343594
2024-12-20,ondo-finance,614501026
2024-12-20,polytrade,7
2024-12-20,ribbon-lend,56737
2024-12-20,swarm-markets,236875
2024-12-20,truefi,43472
2024-12-21,centrifuge,496917
2024-12-21,credix,169324
2024-12-21,goldfinch,2857545
2024-12-21,maple-finance,282411434
2024-12-21,ondo-finance,614488697
2024-12-21,polytrade,7
2024-12-21,ribbon-lend,56702
2024-12-21,swarm-markets,219284
2024-12-21,truefi,43482
2024-12-22,centrifuge,497834
2024-12-22,credix,169206
2024-12-22,goldfinch,2857152
2024-12-22,maple-finance,302223078
2024-12-22,ondo-finance,614801249
2024-12-22,polytrade,7
2024-12-22,ribbon-lend,56663
2024-12-22,swarm-markets,209096
2024-12-22,truefi,43285
2024-12-23,centrifuge,497663
2024-12-23,credix,83410
2024-12-23,goldfinch,2808069
2024-12-23,maple-finance,297651533
2024-12-23,ondo-finance,615525216
2024-12-23,polytrade,7
2024-12-23,ribbon-lend,56737
2024-12-23,swarm-markets,220524
2024-12-23,truefi,43462
2024-12-24,centrifuge,497704
2024-12-24,credix,66417
2024-12-24,goldfinch,2807019
2024-12-24,maple-finance,293728149
2024-12-24,ondo-finance,615981020
2024-12-24,polytrade,7
2024-12-24,ribbon-lend,56696
2024-12-24,swarm-markets,220150
2024-12-24,truefi,43497
2024-12-25,centrifuge,498556
2024-12-25,credix,66483
2024-12-25,goldfinch,2807189
2024-12-25,maple-finance,300421847
2024-12-25,ondo-finance,612995520
2024-12-25,polytrade,7
2024-12-25,ribbon-lend,56794
2024-12-25,swarm-markets,222741
2024-12-25,truefi,43390
2024-12-26,centrifuge,498006
2024-12-26,credix,8566
2024-12-26,goldfinch,2801490
2024-12-26,maple-finance,304868333
2024-12-26,ondo-finance,612961290
2024-12-26,polytrade,7
2024-12-26,ribbon-lend,56728
2024-12-26,swarm-markets,221660
2024-12-26,truefi,43356
2024-12-27,centrifuge,497793
2024-12-27,credix,8566
2024-12-27,goldfinch,2767633
2024-12-27,maple-finance,297099146
2024-12-27,ondo-finance,611422837
2024-12-27,polytrade,7
2024-12-27,ribbon-lend,56726
2024-12-27,swarm-markets,223143
2024-12-27,truefi,43421
2024-12-28,centrifuge,497932
2024-12-28,credix,8564
2024-12-28,goldfinch,2767288
2024-12-28,maple-finance,301383360
2024-12-28,ondo-finance,612181851
2024-12-28,polytrade,7
2024-12-28,ribbon-lend,56715
2024-12-28,swarm-markets,215352
2024-12-28,truefi,43445
2024-12-29,centrifuge,498052
2024-12-29,credix,8576
2024-12-29,goldfinch,2700989
2024-12-29,maple-finance,294680798
2024-12-29,ondo-finance,609470932
2024-12-29,polytrade,7
2024-12-29,ribbon-lend,56737
2024-12-29,swarm-markets,212386
2024-12-29,truefi,43396
2024-12-30,centrifuge,498058
2024-12-30,credix,8576
2024-12-30,goldfinch,2659670
2024-12-30,maple-finance,298565354
2024-12-30,ondo-finance,611746818
2024-12-30,polytrade,7
2024-12-30,ribbon-lend,56794
2024-12-30,swarm-markets,210022
2024-12-30,truefi,43787
2024-12-31,centrifuge,497561
2024-12-31,credix,83567
2024-12-31,goldfinch,2658622
2024-12-31,maple-finance,296910797
2024-12-31,ondo-finance,612023622
2024-12-31,polytrade,7
2024-12-31,ribbon-lend,56737
2024-12-31,swarm-markets,202010
2024-12-31,truefi,37967
2025-01-01,centrifuge,497787
2025-01-01,credix,83520
2025-01-01,goldfinch,2657692
2025-01-01,maple-finance,296227720
2025-01-01,ondo-finance,611921565
2025-01-01,polytrade,7
2025-01-01,ribbon-lend,56684
2025-01-01,swarm-markets,195590
2025-01-01,truefi,37927
2025-01-02,centrifuge,498058
2025-01-02,credix,83567
2025-01-02,goldfinch,2601878
2025-01-02,maple-finance,291600158
2025-01-02,ondo-finance,612373540
2025-01-02,polytrade,7
2025-01-02,ribbon-lend,56737
2025-01-02,swarm-markets,207159
2025-01-02,truefi,34937
2025-01-03,centrifuge,497902
2025-01-03,credix,83528
2025-01-03,goldfinch,2597957
2025-01-03,maple-finance,309418005
2025-01-03,ondo-finance,610471275
2025-01-03,polytrade,7
2025-01-03,ribbon-lend,56687
2025-01-03,swarm-markets,214400
2025-01-03,truefi,37939
2025-01-04,centrifuge,498043
2025-01-04,credix,83563
2025-01-04,goldfinch,2496262
2025-01-04,maple-finance,316794581
2025-01-04,ondo-finance,610219786
2025-01-04,polytrade,7
2025-01-04,ribbon-lend,56707
2025-01-04,swarm-markets,234402
2025-01-04,truefi,37936
2025-01-05,centrifuge,497794
2025-01-05,credix,83567
2025-01-05,goldfinch,2496298
2025-01-05,maple-finance,320998624
2025-01-05,ondo-finance,610540873
2025-01-05,polytrade,7
2025-01-05,ribbon-lend,56850
2025-01-05,swarm-markets,225492
2025-01-05,truefi,38074
2025-01-06,centrifuge,498556
2025-01-06,credix,17343
2025-01-06,goldfinch,2483103
2025-01-06,maple-finance,319896555
2025-01-06,ondo-finance,609955238
2025-01-06,polytrade,7
2025-01-06,ribbon-lend,56722
2025-01-06,swarm-markets,217869
2025-01-06,truefi,37915
2025-01-07,centrifuge,497761
2025-01-07,credix,12973
2025-01-07,goldfinch,2470877
2025-01-07,maple-finance,322893403
2025-01-07,ondo-finance,612793815
2025-01-07,polytrade,7
2025-01-07,ribbon-lend,56731
2025-01-07,swarm-markets,201383
2025-01-07,truefi,37863
2025-01-08,centrifuge,498019
2025-01-08,credix,27
2025-01-08,goldfinch,2329322
2025-01-08,maple-finance,322598339
2025-01-08,ondo-finance,611005893
2025-01-08,polytrade,7
2025-01-08,ribbon-lend,56737
2025-01-08,swarm-markets,193667
2025-01-08,truefi,37932
2025-01-09,centrifuge,498058
2025-01-09,credix,27
2025-01-09,goldfinch,3047191
2025-01-09,maple-finance,297427107
2025-01-09,ondo-finance,613286045
2025-01-09,polytrade,7
2025-01-09,ribbon-lend,56736
2025-01-09,swarm-markets,181155
2025-01-09,truefi,37949
2025-01-10,centrifuge,498011
2025-01-10,credix,13503
2025-01-10,goldfinch,2920192
2025-01-10,maple-finance,293029038
2025-01-10,ondo-finance,613002413
2025-01-10,polytrade,7
2025-01-10,ribbon-lend,56737
2025-01-10,swarm-markets,180725
2025-01-10,truefi,37610
2025-01-11,centrifuge,498001
2025-01-11,credix,13502
2025-01-11,goldfinch,2773093
2025-01-11,maple-finance,297348676
2025-01-11,ondo-finance,613037648
2025-01-11,polytrade,7
2025-01-11,ribbon-lend,56737
2025-01-11,swarm-markets,174192
2025-01-11,truefi,37883
2025-01-12,centrifuge,498016
2025-01-12,credix,13503
2025-01-12,goldfinch,2764015
2025-01-12,maple-finance,294383441
2025-01-12,ondo-finance,612934034
2025-01-12,polytrade,7
2025-01-12,ribbon-lend,56732
2025-01-12,swarm-markets,155116
2025-01-12,truefi,37827
2025-01-13,centrifuge,61308
2025-01-13,credix,13503
2025-01-13,goldfinch,2760627
2025-01-13,maple-finance,292243367
2025-01-13,ondo-finance,613678417
2025-01-13,polytrade,7
2025-01-13,ribbon-lend,56736
2025-01-13,swarm-markets,164927
2025-01-13,truefi,37906
2025-01-14,centrifuge,61311
2025-01-14,credix,13503
2025-01-14,goldfinch,2749421
2025-01-14,maple-finance,283985135
2025-01-14,ondo-finance,611226123
2025-01-14,polytrade,7
2025-01-14,ribbon-lend,56737
2025-01-14,swarm-markets,167783
2025-01-14,truefi,37806
2025-01-15,centrifuge,61311
2025-01-15,credix,439180
2025-01-15,goldfinch,2745108
2025-01-15,maple-finance,301654499
2025-01-15,ondo-finance,541116985
2025-01-15,polytrade,7
2025-01-15,ribbon-lend,56737
2025-01-15,swarm-markets,179761
2025-01-15,truefi,37910
2025-01-16,centrifuge,61309
2025-01-16,credix,439151
2025-01-16,goldfinch,2747494
2025-01-16,maple-finance,296483656
2025-01-16,ondo-finance,541887994
2025-01-16,polytrade,7
2025-01-16,ribbon-lend,56734
2025-01-16,swarm-markets,170442
2025-01-16,truefi,37939
2025-01-17,centrifuge,61311
2025-01-17,credix,439182
2025-01-17,goldfinch,2722878
2025-01-17,maple-finance,310413194
2025-01-17,ondo-finance,548409791
2025-01-17,polytrade,7
2025-01-17,ribbon-lend,56737
2025-01-17,swarm-markets,197987
2025-01-17,truefi,37964
2025-01-18,centrifuge,61305
2025-01-18,credix,445210
2025-01-18,goldfinch,2721896
2025-01-18,maple-finance,323401033
2025-01-18,ondo-finance,547437937
2025-01-18,polytrade,7
2025-01-18,ribbon-lend,56737
2025-01-18,swarm-markets,173895
2025-01-18,truefi,37912
2025-01-19,centrifuge,61311
2025-01-19,credix,445210
2025-01-19,goldfinch,2720901
2025-01-19,maple-finance,322624549
2025-01-19,ondo-finance,549328990
2025-01-19,polytrade,7
2025-01-19,ribbon-lend,56737
2025-01-19,swarm-markets,150226
2025-01-19,truefi,37780
2025-01-20,centrifuge,61308
2025-01-20,credix,225300
2025-01-20,goldfinch,2703317
2025-01-20,maple-finance,323523723
2025-01-20,ondo-finance,563394879
2025-01-20,polytrade,7
2025-01-20,ribbon-lend,56737
2025-01-20,swarm-markets,162096
2025-01-20,truefi,37751
2025-01-21,centrifuge,61311
2025-01-21,credix,87421
2025-01-21,goldfinch,2684864
2025-01-21,maple-finance,329995648
2025-01-21,ondo-finance,562429894
2025-01-21,polytrade,7
2025-01-21,ribbon-lend,56737
2025-01-21,swarm-markets,159784
2025-01-21,truefi,37770
2025-01-22,centrifuge,61311
2025-01-22,credix,445981
2025-01-22,goldfinch,1251055
2025-01-22,maple-finance,330167334
2025-01-22,ondo-finance,562638869
2025-01-22,polytrade,7
2025-01-22,ribbon-lend,56737
2025-01-22,swarm-markets,147293
2025-01-22,truefi,37808
2025-01-23,centrifuge,61311
2025-01-23,credix,445981
2025-01-23,goldfinch,1249987
2025-01-23,maple-finance,323314840
2025-01-23,ondo-finance,572636416
2025-01-23,polytrade,7
2025-01-23,ribbon-lend,56737
2025-01-23,swarm-markets,159446
2025-01-23,truefi,37841
2025-01-24,centrifuge,61306
2025-01-24,credix,445950
2025-01-24,goldfinch,1245058
2025-01-24,maple-finance,319578767
2025-01-24,ondo-finance,570576253
2025-01-24,polytrade,7
2025-01-24,ribbon-lend,56736
2025-01-24,swarm-markets,165198
2025-01-24,truefi,37783
2025-01-25,centrifuge,61372
2025-01-25,credix,445938
2025-01-25,goldfinch,1240151
2025-01-25,maple-finance,336451452
2025-01-25,ondo-finance,570930715
2025-01-25,polytrade,7
2025-01-25,ribbon-lend,56735
2025-01-25,swarm-markets,162029
2025-01-25,truefi,37847
2025-01-26,centrifuge,61311
2025-01-26,credix,445981
2025-01-26,goldfinch,1238638
2025-01-26,maple-finance,327237065
2025-01-26,ondo-finance,577212044
2025-01-26,polytrade,7
2025-01-26,ribbon-lend,56736
2025-01-26,swarm-markets,171044
2025-01-26,truefi,37691
2025-01-27,centrifuge,61311
2025-01-27,credix,445981
2025-01-27,goldfinch,1237890
2025-01-27,maple-finance,330744735
2025-01-27,ondo-finance,566175262
2025-01-27,polytrade,7
2025-01-27,ribbon-lend,56737
2025-01-27,swarm-markets,160142
2025-01-27,truefi,37875
2025-01-28,centrifuge,61311
2025-01-28,credix,445947
2025-01-28,goldfinch,1236642
2025-01-28,maple-finance,306824211
2025-01-28,ondo-finance,566400616
2025-01-28,polytrade,7
2025-01-28,ribbon-lend,56731
2025-01-28,swarm-markets,151819
2025-01-28,truefi,37862
2025-01-29,centrifuge,61305
2025-01-29,credix,445978
2025-01-29,goldfinch,1232028
2025-01-29,maple-finance,324077057
2025-01-29,ondo-finance,565726294
2025-01-29,polytrade,7
2025-01-29,ribbon-lend,56736
2025-01-29,swarm-markets,151111
2025-01-29,truefi,37881
2025-01-30,centrifuge,61284
2025-01-30,credix,445981
2025-01-30,goldfinch,1160861
2025-01-30,maple-finance,322981089
2025-01-30,ondo-finance,568321869
2025-01-30,polytrade,7
2025-01-30,ribbon-lend,56737
2025-01-30,swarm-markets,144293
2025-01-30,truefi,37883
2025-01-31,centrifuge,61295
2025-01-31,credix,451117
2025-01-31,goldfinch,1155490
2025-01-31,maple-finance,331628052
2025-01-31,ondo-finance,603811423
2025-01-31,polytrade,7
2025-01-31,ribbon-lend,56736
2025-01-31,swarm-markets,137209
2025-01-31,truefi,37799
2025-02-01,centrifuge,61289
2025-02-01,credix,451117
2025-02-01,goldfinch,1155343
2025-02-01,maple-finance,321809891
2025-02-01,ondo-finance,629519388
2025-02-01,polytrade,7
2025-02-01,ribbon-lend,56736
2025-02-01,swarm-markets,129887
2025-02-01,truefi,37865
2025-02-02,centrifuge,61311
2025-02-02,credix,451092
2025-02-02,goldfinch,1152370
2025-02-02,maple-finance,309045479
2025-02-02,ondo-finance,638519524
2025-02-02,polytrade,7
2025-02-02,ribbon-lend,56734
2025-02-02,swarm-markets,115265
2025-02-02,truefi,37611
2025-02-03,centrifuge,61311
2025-02-03,credix,133573
2025-02-03,goldfinch,1149182
2025-02-03,maple-finance,296140689
2025-02-03,ondo-finance,637988250
2025-02-03,polytrade,7
2025-02-03,ribbon-lend,56736
2025-02-03,swarm-markets,130646
2025-02-03,truefi,37810
2025-02-04,centrifuge,61260
2025-02-04,credix,124102
2025-02-04,goldfinch,1092320
2025-02-04,maple-finance,297618582
2025-02-04,ondo-finance,652907679
2025-02-04,polytrade,7
2025-02-04,ribbon-lend,56737
2025-02-04,swarm-markets,126515
2025-02-04,truefi,37835
2025-02-05,centrifuge,61285
2025-02-05,credix,93110
2025-02-05,goldfinch,1076649
2025-02-05,maple-finance,309636101
2025-02-05,ondo-finance,652929972
2025-02-05,polytrade,7
2025-02-05,ribbon-lend,56733
2025-02-05,swarm-markets,129966
2025-02-05,truefi,127927
2025-02-06,centrifuge,61311
2025-02-06,credix,1
2025-02-06,goldfinch,1065837
2025-02-06,maple-finance,309240028
2025-02-06,ondo-finance,653443873
2025-02-06,polytrade,7
2025-02-06,ribbon-lend,56731
2025-02-06,swarm-markets,117904
2025-02-06,truefi,130858
2025-02-07,centrifuge,61275
2025-02-07,credix,22546
2025-02-07,goldfinch,1127706
2025-02-07,maple-finance,301328251
2025-02-07,ondo-finance,652785409
2025-02-07,polytrade,7
2025-02-07,ribbon-lend,56736
2025-02-07,swarm-markets,115678
2025-02-07,truefi,45816
2025-02-08,centrifuge,61302
2025-02-08,credix,22546
2025-02-08,goldfinch,1113787
2025-02-08,maple-finance,307439573
2025-02-08,ondo-finance,652785766
2025-02-08,polytrade,7
2025-02-08,ribbon-lend,56737
2025-02-08,swarm-markets,120137
2025-02-08,truefi,45842
2025-02-09,centrifuge,61287
2025-02-09,credix,22546
2025-02-09,goldfinch,1112535
2025-02-09,maple-finance,304365972
2025-02-09,ondo-finance,653240378
2025-02-09,polytrade,7
2025-02-09,ribbon-lend,56734
2025-02-09,swarm-markets,117050
2025-02-09,truefi,45807
2025-02-10,centrifuge,61372
2025-02-10,credix,22545
2025-02-10,goldfinch,1107598
2025-02-10,maple-finance,302286103
2025-02-10,ondo-finance,648649408
2025-02-10,polytrade,7
2025-02-10,ribbon-lend,56734
2025-02-10,swarm-markets,119224
2025-02-10,truefi,45814
2025-02-11,centrifuge,61290
2025-02-11,credix,22544
2025-02-11,goldfinch,1103350
2025-02-11,maple-finance,311428174
2025-02-11,ondo-finance,648323589
2025-02-11,polytrade,7
2025-02-11,ribbon-lend,56731
2025-02-11,swarm-markets,113134
2025-02-11,truefi,45821
2025-02-12,centrifuge,61272
2025-02-12,credix,22544
2025-02-12,goldfinch,1105939
2025-02-12,maple-finance,308029318
2025-02-12,ondo-finance,653009366
2025-02-12,polytrade,7
2025-02-12,ribbon-lend,56731
2025-02-12,swarm-markets,114399
2025-02-12,truefi,45833
2025-02-13,centrifuge,61311
2025-02-13,credix,22544
2025-02-13,goldfinch,1103401
2025-02-13,maple-finance,367871821
2025-02-13,ondo-finance,678028326
2025-02-13,polytrade,7
2025-02-13,ribbon-lend,56731
2025-02-13,swarm-markets,114040
2025-02-13,truefi,50865
2025-02-14,centrifuge,61297
2025-02-14,credix,22546
2025-02-14,goldfinch,1103247
2025-02-14,maple-finance,381601271
2025-02-14,ondo-finance,678732531
2025-02-14,polytrade,7
